id,CVE,CVSS
736,CVE-2017-0147,5.9
737,CVE-2017-0148,8.1
738,CVE-2017-0155,7.0
739,CVE-2017-0192,4.3
740,CVE-2017-0371,7.5
741,CVE-2017-10004,6.7
742,CVE-2017-10974,7.5
743,CVE-2017-11103,8.1
744,CVE-2017-11132,7.5
745,CVE-2017-11344,7.8
746,CVE-2017-11495,9.8
747,CVE-2017-11564,8.8
748,CVE-2017-12319,5.9
749,CVE-2017-12574,9.8
750,CVE-2017-12581,8.1
751,CVE-2017-12596,7.8
752,CVE-2017-12725,5.6
753,CVE-2017-12836,7.5
754,CVE-2017-13776,6.5
755,CVE-2017-13777,6.5
756,CVE-2017-13999,9.8
757,CVE-2017-14012,4.6
758,CVE-2017-14014,4.6
759,CVE-2017-14315,7.5
760,CVE-2017-14507,9.8
761,CVE-2017-14604,6.5
762,CVE-2017-14685,7.8
763,CVE-2017-14686,7.8
764,CVE-2017-14687,7.8
765,CVE-2017-14729,7.8
766,CVE-2017-14735,6.1
767,CVE-2017-14943,7.5
768,CVE-2017-14994,6.5
769,CVE-2017-1500,6.1
770,CVE-2017-15012,8.8
771,CVE-2017-15272,5.3
772,CVE-2017-15298,5.5
773,CVE-2017-15302,7.8
774,CVE-2017-15377,7.5
775,CVE-2017-15686,6.1
776,CVE-2017-15936,5.4
777,CVE-2017-16151,9.8
778,CVE-2017-16241,7.5
779,CVE-2017-16352,8.8
780,CVE-2017-16353,6.5
781,CVE-2017-16893,6.5
782,CVE-2017-16959,6.5
783,CVE-2017-17023,8.1
784,CVE-2017-17058,7.5
785,CVE-2017-17098,9.8
786,CVE-2017-17518,8.8
787,CVE-2017-17746,6.8
788,CVE-2017-18212,9.8
789,CVE-2017-18359,7.5
790,CVE-2017-18379,9.8
791,CVE-2017-18509,7.8
792,CVE-2017-18551,6.7
793,CVE-2017-18552,7.8
794,CVE-2017-20033,6.1
795,CVE-2017-3808,7.5
796,CVE-2017-3850,5.9
797,CVE-2017-3881,9.8
798,CVE-2017-5176,7.0
799,CVE-2017-5218,8.8
800,CVE-2017-5344,9.8
801,CVE-2017-5544,5.9
802,CVE-2017-5556,8.1
803,CVE-2017-5589,5.9
804,CVE-2017-5606,5.9
805,CVE-2017-5675,8.8
806,CVE-2017-5851,5.5
807,CVE-2017-5887,7.5
808,CVE-2017-6021,7.5
809,CVE-2017-6295,8.4
810,CVE-2017-6306,7.8
811,CVE-2017-6320,8.8
812,CVE-2017-6394,6.1
813,CVE-2017-6465,9.8
814,CVE-2017-6780,7.5
815,CVE-2017-6883,4.7
816,CVE-2017-7240,7.5
817,CVE-2017-7264,7.8
818,CVE-2017-7305,4.6
819,CVE-2017-7306,6.4
820,CVE-2017-7574,9.8
821,CVE-2017-7614,9.8
822,CVE-2017-7725,6.1
823,CVE-2017-7981,8.8
824,CVE-2017-8176,7.5
825,CVE-2017-8338,7.5
826,CVE-2017-8676,3.3
827,CVE-2017-8695,5.3
828,CVE-2017-8696,7.5
829,CVE-2017-8899,8.1
830,CVE-2017-9041,5.5
831,CVE-2017-9135,8.8
832,CVE-2017-9463,6.5
833,CVE-2017-9476,6.5
834,CVE-2017-9491,5.3
835,CVE-2017-9492,7.5
836,CVE-2017-9521,9.8
837,CVE-2017-9828,9.8
838,CVE-2017-9829,7.5
839,CVE-2017-9852,9.8
840,CVE-2017-9855,9.8
841,CVE-2018-0116,7.2
842,CVE-2018-0164,8.6
843,CVE-2018-0165,7.4
844,CVE-2018-0270,8.8
845,CVE-2018-0468,7.8
846,CVE-2018-10001,6.5
847,CVE-2018-10006,N/A
848,CVE-2018-10008,N/A
849,CVE-2018-10103,9.8
850,CVE-2018-10105,9.8
851,CVE-2018-10527,5.4
852,CVE-2018-10682,9.8
853,CVE-2018-10799,6.5
854,CVE-2018-10990,8.0
855,CVE-2018-11236,9.8
856,CVE-2018-1136,4.3
857,CVE-2018-11518,8.1
858,CVE-2018-11555,7.8
859,CVE-2018-11556,7.8
860,CVE-2018-11567,3.3
861,CVE-2018-1199,5.3
862,CVE-2018-12025,7.5
863,CVE-2018-13114,9.8
864,CVE-2018-13313,6.5
865,CVE-2018-1336,7.5
866,CVE-2018-13420,7.5
867,CVE-2018-14421,8.8
868,CVE-2018-14468,7.5
869,CVE-2018-14608,7.5
870,CVE-2018-14824,6.5
871,CVE-2018-14879,7.0
872,CVE-2018-14880,7.5
873,CVE-2018-14980,7.1
874,CVE-2018-14983,5.5
875,CVE-2018-14990,7.5
876,CVE-2018-14991,9.8
877,CVE-2018-14995,4.7
878,CVE-2018-14997,5.5
879,CVE-2018-15469,6.5
880,CVE-2018-15909,7.8
881,CVE-2018-15910,7.8
882,CVE-2018-15911,7.8
883,CVE-2018-16513,7.8
884,CVE-2018-16618,9.8
885,CVE-2018-16890,7.5
886,CVE-2018-16983,9.8
887,CVE-2018-17141,9.8
888,CVE-2018-17244,6.5
889,CVE-2018-17972,5.5
890,CVE-2018-19290,9.8
891,CVE-2018-19439,6.1
892,CVE-2018-19595,9.8
893,CVE-2018-19658,5.4
894,CVE-2018-19954,6.1
895,CVE-2018-19955,6.1
896,CVE-2018-19956,6.1
897,CVE-2018-19990,9.8
898,CVE-2018-20061,7.5
899,CVE-2018-20735,7.8
900,CVE-2018-20796,7.5
901,CVE-2018-20854,7.8
902,CVE-2018-20856,7.8
903,CVE-2018-20958,6.5
904,CVE-2018-20961,9.8
905,CVE-2018-20976,7.8
906,CVE-2018-21015,6.5
907,CVE-2018-2415,4.7
908,CVE-2018-2433,7.5
909,CVE-2018-2441,5.5
910,CVE-2018-25004,4.9
911,CVE-2018-5282,7.8
912,CVE-2018-5303,5.4
913,CVE-2018-5328,9.8
914,CVE-2018-5391,7.5
915,CVE-2018-5407,4.7
916,CVE-2018-5770,9.8
917,CVE-2018-6393,7.2
918,CVE-2018-6447,5.4
919,CVE-2018-6544,5.5
920,CVE-2018-6831,7.2
921,CVE-2018-7119,7.0
922,CVE-2018-7304,8.8
923,CVE-2018-7573,9.8
924,CVE-2018-7827,5.4
925,CVE-2018-8010,5.5
926,CVE-2018-8039,8.1
927,CVE-2018-8838,6.5
928,CVE-2018-8839,7.8
929,CVE-2018-8865,9.8
930,CVE-2018-8869,9.8
931,CVE-2018-8908,8.8
932,CVE-2018-8937,6.1
933,CVE-2018-9032,9.8
934,CVE-2018-9195,5.9
935,CVE-2018-9282,6.1
936,CVE-2018-9861,6.1
937,CVE-2019-0059,7.5
938,CVE-2019-0071,7.8
939,CVE-2019-0072,5.5
940,CVE-2019-0123,7.8
941,CVE-2019-0124,7.8
942,CVE-2019-0139,6.7
943,CVE-2019-0151,6.7
944,CVE-2019-0152,6.7
945,CVE-2019-0168,4.4
946,CVE-2019-0169,8.8
947,CVE-2019-0224,6.1
948,CVE-2019-0248,5.9
949,CVE-2019-0280,8.8
950,CVE-2019-0316,4.8
951,CVE-2019-0356,4.3
952,CVE-2019-0380,4.9
953,CVE-2019-0382,5.4
954,CVE-2019-0399,6.5
955,CVE-2019-1000,5.3
956,CVE-2019-10100,9.8
957,CVE-2019-10101,8.1
958,CVE-2019-10102,8.1
959,CVE-2019-10127,8.8
960,CVE-2019-10128,7.8
961,CVE-2019-10130,4.3
962,CVE-2019-10197,9.1
963,CVE-2019-10665,9.8
964,CVE-2019-10955,6.1
965,CVE-2019-10957,4.8
966,CVE-2019-10970,9.8
967,CVE-2019-10980,7.8
968,CVE-2019-10994,3.3
969,CVE-2019-11030,9.8
970,CVE-2019-11043,9.8
971,CVE-2019-11046,5.3
972,CVE-2019-11087,6.7
973,CVE-2019-11097,7.8
974,CVE-2019-11101,4.4
975,CVE-2019-11102,4.4
976,CVE-2019-11104,7.8
977,CVE-2019-11106,6.7
978,CVE-2019-11109,4.4
979,CVE-2019-11110,6.7
980,CVE-2019-11136,6.7
981,CVE-2019-11137,8.2
982,CVE-2019-11139,6.0
983,CVE-2019-11151,7.8
984,CVE-2019-11157,6.7
985,CVE-2019-11165,5.5
986,CVE-2019-11168,9.1
987,CVE-2019-11184,4.8
988,CVE-2019-11193,8.8
989,CVE-2019-11204,8.8
990,CVE-2019-11211,9.9
991,CVE-2019-11231,9.8
992,CVE-2019-11331,8.1
993,CVE-2019-11628,6.5
994,CVE-2019-11653,5.4
995,CVE-2019-12102,9.1
996,CVE-2019-12255,9.8
997,CVE-2019-12256,9.8
998,CVE-2019-12295,7.5
999,CVE-2019-12327,9.8
1000,CVE-2019-12401,7.5
1001,CVE-2019-12409,9.8
1002,CVE-2019-12418,7.0
1003,CVE-2019-12454,7.8
1004,CVE-2019-12456,7.8
1005,CVE-2019-12463,8.8
1006,CVE-2019-12578,7.8
1007,CVE-2019-12614,4.1
1008,CVE-2019-12615,7.5
1009,CVE-2019-12735,8.6
1010,CVE-2019-12802,7.8
1011,CVE-2019-12817,7.0
1012,CVE-2019-13012,7.5
1013,CVE-2019-13050,7.5
1014,CVE-2019-13098,6.5
1015,CVE-2019-13114,6.5
1016,CVE-2019-13115,8.1
1017,CVE-2019-13135,8.8
1018,CVE-2019-13136,7.8
1019,CVE-2019-13232,3.3
1020,CVE-2019-13233,7.0
1021,CVE-2019-13272,7.8
1022,CVE-2019-13290,7.8
1023,CVE-2019-13455,9.8
1024,CVE-2019-13484,9.8
1025,CVE-2019-13486,9.8
1026,CVE-2019-13531,4.6
1027,CVE-2019-13535,4.6
1028,CVE-2019-13549,7.5
1029,CVE-2019-13553,9.8
1030,CVE-2019-13956,9.8
1031,CVE-2019-14242,6.7
1032,CVE-2019-14287,8.8
1033,CVE-2019-14378,8.8
1034,CVE-2019-14517,6.1
1035,CVE-2019-14565,7.8
1036,CVE-2019-14566,7.8
1037,CVE-2019-14568,7.8
1038,CVE-2019-14748,5.4
1039,CVE-2019-14852,7.5
1040,CVE-2019-14931,9.8
1041,CVE-2019-15062,8.0
1042,CVE-2019-15098,4.6
1043,CVE-2019-15099,7.5
1044,CVE-2019-15117,7.8
1045,CVE-2019-15163,7.5
1046,CVE-2019-15292,9.8
1047,CVE-2019-15504,9.8
1048,CVE-2019-15505,9.8
1049,CVE-2019-15538,7.5
1050,CVE-2019-15666,4.4
1051,CVE-2019-15807,4.7
1052,CVE-2019-15903,7.5
1053,CVE-2019-15916,7.5
1054,CVE-2019-15920,4.3
1055,CVE-2019-15926,9.1
1056,CVE-2019-15949,8.8
1057,CVE-2019-15954,9.9
1058,CVE-2019-15989,8.6
1059,CVE-2019-16018,6.5
1060,CVE-2019-16056,7.5
1061,CVE-2019-16089,4.1
1062,CVE-2019-1619,9.8
1063,CVE-2019-1620,9.8
1064,CVE-2019-16200,7.5
1065,CVE-2019-1621,7.5
1066,CVE-2019-1622,5.3
1067,CVE-2019-16240,9.1
1068,CVE-2019-16311,8.8
1069,CVE-2019-16413,7.5
1070,CVE-2019-1649,6.7
1071,CVE-2019-16714,7.5
1072,CVE-2019-16863,5.9
1073,CVE-2019-16925,6.1
1074,CVE-2019-16926,6.1
1075,CVE-2019-16948,9.8
1076,CVE-2019-17005,8.8
1077,CVE-2019-17009,7.8
1078,CVE-2019-1716,9.8
1079,CVE-2019-17191,7.5
1080,CVE-2019-17560,9.1
1081,CVE-2019-17570,9.8
1082,CVE-2019-1763,7.5
1083,CVE-2019-1764,8.8
1084,CVE-2019-1765,6.5
1085,CVE-2019-1804,9.8
1086,CVE-2019-18196,6.7
1087,CVE-2019-18248,4.3
1088,CVE-2019-18265,5.4
1089,CVE-2019-18396,7.2
1090,CVE-2019-18408,7.5
1091,CVE-2019-18421,7.5
1092,CVE-2019-1845,8.6
1093,CVE-2019-18573,8.8
1094,CVE-2019-18576,6.7
1095,CVE-2019-18581,7.2
1096,CVE-2019-1859,7.2
1097,CVE-2019-1860,5.9
1098,CVE-2019-18634,7.8
1099,CVE-2019-18644,5.9
1100,CVE-2019-18659,5.3
1101,CVE-2019-18661,7.5
1102,CVE-2019-18676,7.5
1103,CVE-2019-18790,6.5
1104,CVE-2019-18814,9.8
1105,CVE-2019-18857,7.5
1106,CVE-2019-18914,6.1
1107,CVE-2019-18996,7.8
1108,CVE-2019-1901,8.8
1109,CVE-2019-1915,6.5
1110,CVE-2019-1968,7.5
1111,CVE-2019-19854,8.8
1112,CVE-2019-19922,5.5
1113,CVE-2019-20041,9.8
1114,CVE-2019-20050,6.8
1115,CVE-2019-20529,7.5
1116,CVE-2019-2221,7.8
1117,CVE-2019-25003,7.5
1118,CVE-2019-25056,5.3
1119,CVE-2019-2602,7.5
1120,CVE-2019-2730,2.7
1121,CVE-2019-2731,5.4
1122,CVE-2019-2737,4.9
1123,CVE-2019-2738,3.1
1124,CVE-2019-2739,5.1
1125,CVE-2019-2740,6.5
1126,CVE-2019-2741,5.3
1127,CVE-2019-2743,5.3
1128,CVE-2019-2746,6.5
1129,CVE-2019-2747,4.9
1130,CVE-2019-2752,4.9
1131,CVE-2019-2755,4.9
1132,CVE-2019-2757,4.9
1133,CVE-2019-2758,5.5
1134,CVE-2019-2762,5.3
1135,CVE-2019-2766,3.1
1136,CVE-2019-2769,5.3
1137,CVE-2019-2774,4.9
1138,CVE-2019-2778,5.4
1139,CVE-2019-2780,4.9
1140,CVE-2019-2784,4.9
1141,CVE-2019-2785,4.9
1142,CVE-2019-2786,3.4
1143,CVE-2019-2789,2.7
1144,CVE-2019-2791,3.8
1145,CVE-2019-2795,6.5
1146,CVE-2019-2796,4.9
1147,CVE-2019-2797,4.2
1148,CVE-2019-2798,4.9
1149,CVE-2019-2800,7.1
1150,CVE-2019-2801,4.9
1151,CVE-2019-2802,4.9
1152,CVE-2019-2803,4.9
1153,CVE-2019-2805,6.5
1154,CVE-2019-2808,4.9
1155,CVE-2019-2810,4.9
1156,CVE-2019-2811,4.9
1157,CVE-2019-2812,6.5
1158,CVE-2019-2814,2.2
1159,CVE-2019-2815,4.9
1160,CVE-2019-2816,4.8
1161,CVE-2019-2819,5.5
1162,CVE-2019-2822,7.5
1163,CVE-2019-2826,4.9
1164,CVE-2019-2830,4.9
1165,CVE-2019-2834,6.5
1166,CVE-2019-2894,3.7
1167,CVE-2019-2933,3.1
1168,CVE-2019-2945,3.1
1169,CVE-2019-2958,5.9
1170,CVE-2019-2962,3.7
1171,CVE-2019-2964,3.7
1172,CVE-2019-2973,3.7
1173,CVE-2019-2975,4.8
1174,CVE-2019-2978,3.7
1175,CVE-2019-2981,3.7
1176,CVE-2019-2983,3.7
1177,CVE-2019-2988,3.7
1178,CVE-2019-2989,6.8
1179,CVE-2019-2992,3.7
1180,CVE-2019-2996,4.2
1181,CVE-2019-3741,7.8
1182,CVE-2019-3751,7.4
1183,CVE-2019-3822,9.8
1184,CVE-2019-5009,7.2
1185,CVE-2019-5277,7.5
1186,CVE-2019-6494,6.5
1187,CVE-2019-6643,7.5
1188,CVE-2019-6645,7.5
1189,CVE-2019-6648,4.4
1190,CVE-2019-6651,5.3
1191,CVE-2019-6652,6.5
1192,CVE-2019-6653,5.4
1193,CVE-2019-6655,5.3
1194,CVE-2019-6656,7.5
1195,CVE-2019-6833,6.5
1196,CVE-2019-6974,8.1
1197,CVE-2019-7212,8.2
1198,CVE-2019-7219,6.1
1199,CVE-2019-7303,7.5
1200,CVE-2019-7308,5.6
1201,CVE-2019-7402,6.1
1202,CVE-2019-7628,5.9
1203,CVE-2019-7669,8.8
1204,CVE-2019-7671,9.0
1205,CVE-2019-7693,6.1
1206,CVE-2019-8537,5.5
1207,CVE-2019-8550,4.3
1208,CVE-2019-8634,8.8
1209,CVE-2019-8730,3.3
1210,CVE-2019-9039,9.8
1211,CVE-2019-9192,7.5
1212,CVE-2019-9212,9.8
1213,CVE-2019-9512,7.5
1214,CVE-2019-9514,7.5
1215,CVE-2019-9515,7.5
1216,CVE-2019-9516,6.5
1217,CVE-2019-9518,7.5
1218,CVE-2019-9565,9.1
1219,CVE-2019-9836,5.3
1220,CVE-2019-9847,7.8
1221,CVE-2019-9853,7.8
1222,CVE-2020-0017,4.4
1223,CVE-2020-10184,7.5
1224,CVE-2020-10185,8.6
1225,CVE-2020-10262,6.8
1226,CVE-2020-10263,6.8
1227,CVE-2020-10727,5.5
1228,CVE-2020-10773,4.4
1229,CVE-2020-11008,7.5
1230,CVE-2020-11013,5.0
1231,CVE-2020-11094,9.8
1232,CVE-2020-11515,6.1
1233,CVE-2020-11622,7.5
1234,CVE-2020-12006,9.8
1235,CVE-2020-12010,7.1
1236,CVE-2020-12017,9.8
1237,CVE-2020-12026,8.8
1238,CVE-2020-12029,7.8
1239,CVE-2020-12031,7.8
1240,CVE-2020-12058,6.1
1241,CVE-2020-12419,8.8
1242,CVE-2020-12423,7.8
1243,CVE-2020-12424,6.5
1244,CVE-2020-12801,5.3
1245,CVE-2020-12851,8.1
1246,CVE-2020-1296,5.5
1247,CVE-2020-12966,5.5
1248,CVE-2020-13443,8.8
1249,CVE-2020-13523,3.3
1250,CVE-2020-13545,7.8
1251,CVE-2020-13547,8.8
1252,CVE-2020-13557,8.8
1253,CVE-2020-13560,8.8
1254,CVE-2020-13570,8.8
1255,CVE-2020-13579,7.8
1256,CVE-2020-13580,7.8
1257,CVE-2020-13925,9.8
1258,CVE-2020-13926,9.8
1259,CVE-2020-13932,6.1
1260,CVE-2020-13948,8.8
1261,CVE-2020-13952,8.1
1262,CVE-2020-14018,6.1
1263,CVE-2020-14305,8.1
1264,CVE-2020-14315,9.8
1265,CVE-2020-14331,6.6
1266,CVE-2020-14381,7.8
1267,CVE-2020-14382,7.8
1268,CVE-2020-14481,7.8
1269,CVE-2020-14484,9.8
1270,CVE-2020-14492,6.1
1271,CVE-2020-14556,4.8
1272,CVE-2020-14577,3.7
1273,CVE-2020-14578,3.7
1274,CVE-2020-14579,3.7
1275,CVE-2020-14581,3.7
1276,CVE-2020-14583,8.3
1277,CVE-2020-1459,5.5
1278,CVE-2020-14593,7.4
1279,CVE-2020-14617,5.7
1280,CVE-2020-14621,5.3
1281,CVE-2020-14744,6.5
1282,CVE-2020-14745,4.3
1283,CVE-2020-14779,3.7
1284,CVE-2020-14781,3.7
1285,CVE-2020-14782,3.7
1286,CVE-2020-14792,4.2
1287,CVE-2020-14796,3.1
1288,CVE-2020-14797,3.7
1289,CVE-2020-14798,3.1
1290,CVE-2020-15118,5.4
1291,CVE-2020-15128,6.3
1292,CVE-2020-15137,5.9
1293,CVE-2020-15239,3.5
1294,CVE-2020-15240,9.1
1295,CVE-2020-15257,5.2
1296,CVE-2020-15369,8.8
1297,CVE-2020-15377,9.8
1298,CVE-2020-15567,7.8
1299,CVE-2020-15788,6.1
1300,CVE-2020-15900,9.8
1301,CVE-2020-16125,6.8
1302,CVE-2020-16137,9.8
1303,CVE-2020-16138,7.5
1304,CVE-2020-16139,7.5
1305,CVE-2020-16288,5.5
1306,CVE-2020-16290,5.5
1307,CVE-2020-16291,5.5
1308,CVE-2020-16295,5.5
1309,CVE-2020-16600,7.8
1310,CVE-2020-1733,5.0
1311,CVE-2020-17437,8.2
1312,CVE-2020-1773,8.1
1313,CVE-2020-1793,4.6
1314,CVE-2020-1794,4.6
1315,CVE-2020-1795,2.4
1316,CVE-2020-1796,6.6
1317,CVE-2020-1801,5.5
1318,CVE-2020-1862,3.3
1319,CVE-2020-19609,5.5
1320,CVE-2020-1987,3.3
1321,CVE-2020-1988,6.7
1322,CVE-2020-1989,7.8
1323,CVE-2020-1990,7.2
1324,CVE-2020-1991,7.1
1325,CVE-2020-1992,9.8
1326,CVE-2020-1997,6.1
1327,CVE-2020-2006,8.8
1328,CVE-2020-2008,7.2
1329,CVE-2020-2030,7.2
1330,CVE-2020-2032,7.0
1331,CVE-2020-2033,5.3
1332,CVE-2020-2049,7.8
1333,CVE-2020-2075,7.5
1334,CVE-2020-24054,9.8
1335,CVE-2020-24416,6.1
1336,CVE-2020-24458,5.2
1337,CVE-2020-25015,6.5
1338,CVE-2020-25017,8.3
1339,CVE-2020-25168,3.3
1340,CVE-2020-25183,8.8
1341,CVE-2020-25198,8.8
1342,CVE-2020-25566,9.8
1343,CVE-2020-25595,7.8
1344,CVE-2020-25597,6.5
1345,CVE-2020-25603,7.8
1346,CVE-2020-25634,5.4
1347,CVE-2020-25709,7.5
1348,CVE-2020-25752,5.3
1349,CVE-2020-25790,7.2
1350,CVE-2020-25802,7.2
1351,CVE-2020-25803,7.2
1352,CVE-2020-2583,3.7
1353,CVE-2020-25843,9.8
1354,CVE-2020-25844,9.8
1355,CVE-2020-25845,7.4
1356,CVE-2020-25849,8.8
1357,CVE-2020-2590,3.7
1358,CVE-2020-2593,4.8
1359,CVE-2020-25988,6.5
1360,CVE-2020-2601,6.8
1361,CVE-2020-2604,8.1
1362,CVE-2020-26195,5.3
1363,CVE-2020-26198,6.1
1364,CVE-2020-26233,7.3
1365,CVE-2020-26264,6.5
1366,CVE-2020-26302,7.5
1367,CVE-2020-26542,9.8
1368,CVE-2020-26559,8.8
1369,CVE-2020-2659,3.7
1370,CVE-2020-26953,4.3
1371,CVE-2020-26964,6.8
1372,CVE-2020-26966,6.5
1373,CVE-2020-26972,9.8
1374,CVE-2020-27176,9.6
1375,CVE-2020-27254,7.5
1376,CVE-2020-27258,6.5
1377,CVE-2020-27278,5.2
1378,CVE-2020-2754,3.7
1379,CVE-2020-2755,3.7
1380,CVE-2020-2756,3.7
1381,CVE-2020-2757,3.7
1382,CVE-2020-27637,9.8
1383,CVE-2020-27725,4.3
1384,CVE-2020-2773,3.7
1385,CVE-2020-27786,7.8
1386,CVE-2020-27795,7.5
1387,CVE-2020-2781,5.3
1388,CVE-2020-27823,7.8
1389,CVE-2020-27824,5.5
1390,CVE-2020-27839,5.4
1391,CVE-2020-2800,4.8
1392,CVE-2020-28025,7.5
1393,CVE-2020-2803,8.3
1394,CVE-2020-2805,8.3
1395,CVE-2020-28221,9.8
1396,CVE-2020-2830,5.3
1397,CVE-2020-28429,9.8
1398,CVE-2020-28472,9.8
1399,CVE-2020-28473,6.8
1400,CVE-2020-28502,8.1
1401,CVE-2020-28588,5.5
1402,CVE-2020-29493,9.8
1403,CVE-2020-29662,5.3
1404,CVE-2020-3126,3.5
1405,CVE-2020-3165,8.2
1406,CVE-2020-3170,5.3
1407,CVE-2020-3234,8.8
1408,CVE-2020-3282,6.1
1409,CVE-2020-3449,4.3
1410,CVE-2020-3473,7.8
1411,CVE-2020-35170,5.4
1412,CVE-2020-35269,8.8
1413,CVE-2020-35284,7.5
1414,CVE-2020-3535,8.4
1415,CVE-2020-35453,5.3
1416,CVE-2020-35608,7.8
1417,CVE-2020-36475,7.5
1418,CVE-2020-3873,3.3
1419,CVE-2020-3921,7.5
1420,CVE-2020-3935,7.5
1421,CVE-2020-3996,5.5
1422,CVE-2020-4100,4.4
1423,CVE-2020-5255,4.3
1424,CVE-2020-5260,7.5
1425,CVE-2020-5290,6.5
1426,CVE-2020-5300,5.3
1427,CVE-2020-5331,5.5
1428,CVE-2020-5367,8.1
1429,CVE-2020-5505,9.8
1430,CVE-2020-5551,8.8
